user_id,total_spend,active_days,avg_order_value
6488580233.2228683836,291.0,1,291.0
1561271.7182118121,290.0,1,290.0
8626343.9684026120,288.0,2,144.0
5310177.6035821276,287.0,1,287.0
33234318.3224761950,287.0,1,287.0
6445892.8785219212,284.0,1,284.0
48159916.2278332378,284.0,2,142.0
5607144.6246327246,284.0,1,284.0
62921407.7385261228,282.0,1,282.0
2355616.9460032382,280.0,1,280.0
12545442.9053678590,280.0,3,93.333333333333329
65608889.8290462049,279.0,1,279.0
17092913.6445812691,278.0,2,139.0
33519070.9701128272,278.0,1,278.0
5305452.1871311002,277.0,2,138.5
64681465.6816600292,277.0,2,138.5
1245203.1205410719,277.0,2,138.5
38139183.3747160528,276.0,1,276.0
98020186.6825178467,274.0,2,137.0
23188793.3504076068,272.0,1,272.0
3041494.0908353891,272.0,2,136.0
34566418.3175234997,272.0,1,272.0
1164842.6741102569,271.0,1,271.0
86226481.4357835444,270.0,1,270.0
42744232.1088543265,270.0,1,270.0
2314652.7895916826,270.0,1,270.0
1605564.2171778452,268.0,2,134.0
39816785.0776255763,266.0,1,266.0
6513698.9723353874,266.0,1,266.0
80825724.4005939752,266.0,1,266.0
7064082.7860041455,266.0,1,266.0
56795799.9574176777,265.0,1,265.0
72967154.2008054722,264.0,1,264.0
34490273.5966302679,264.0,1,264.0
32190182.0699794389,263.0,1,263.0
44948793.1646090451,262.0,1,262.0
52336592.9891124820,262.0,1,262.0
8263478975.0153803823,260.0,1,260.0
83739349.8729103328,259.0,1,259.0
63829798.3654577693,258.0,1,258.0
58104072.2659495100,257.0,4,64.25
3327716.6139481359,257.0,2,128.5
4663569.8394119852,257.0,2,128.5
5175868.5309206965,256.0,1,256.0
75294747.2712173356,256.0,1,256.0
6643240028.3907368685,255.0,1,255.0
68441141.3197623367,254.0,1,254.0
63837285.4662582710,253.0,1,253.0
84534898.7989426950,252.0,2,126.0
4707239.1008432127,252.0,2,126.0
7275494.7811178530,252.0,3,84.0
79437846.7966348856,251.0,2,125.5
3231609.9615457151,249.0,2,124.5
26822369.2318540291,249.0,2,124.5
3046093.2167709173,249.0,1,249.0
5820525.4112921353,248.0,1,248.0
5370675.2157971187,247.0,1,247.0
8889945.3857316896,246.0,1,246.0
7305312.0773204883,246.0,2,123.0
41904644.7032979505,246.0,1,246.0
8278411.7423220409,246.0,2,123.0
78710713.2392067740,246.0,1,246.0
32985797.1699921045,245.0,1,245.0
6006118.2429897577,245.0,1,245.0
39049984.4198737878,243.0,2,121.5
50546952.1039923649,243.0,1,243.0
92422851.0520335541,242.0,1,242.0
51216998.9738761037,242.0,1,242.0
3402018.0291081671,240.0,1,240.0
48482961.7353796273,240.0,1,240.0
2251343.9552099455,240.0,1,240.0
5039183135.2699720432,240.0,1,240.0
4116825.4321746815,240.0,1,240.0
74016002.6019650209,240.0,1,240.0
70587803.9229757124,239.0,2,119.5
9101213.9063728582,239.0,1,239.0
28916400.9213822241,239.0,1,239.0
27754794.4046505931,238.0,1,238.0
58404409.8347902611,238.0,1,238.0
84636323.8110704850,237.0,1,237.0
3310339.4446432370,237.0,1,237.0
5776696.8626570449,236.0,1,236.0
1534773.3101496826,236.0,1,236.0
22222567.3132315095,236.0,1,236.0
78331614.5702890138,236.0,1,236.0
14319429.3848600934,235.0,1,235.0
6266986.5618192324,235.0,2,117.5
79305784.7623717578,234.0,1,234.0
7688722.6706829800,233.0,3,77.666666666666671
79260143.2564567739,233.0,1,233.0
6556724.6722841168,232.0,1,232.0
49068184.0131644651,232.0,1,232.0
7534419.7933326516,231.0,1,231.0
6801200.8968241705,231.0,2,115.5
47512557.1077158577,231.0,1,231.0
1624875.9469354174,231.0,1,231.0
3435332.1615492469,230.0,1,230.0
5516326.8444687928,230.0,1,230.0
27683683.6299831306,229.0,2,114.5
4976040.5511752417,228.0,1,228.0
12916310.0404298738,227.0,1,227.0
7193125.5982849186,226.0,1,226.0
6961058.7244207405,226.0,1,226.0
14763691.5596383469,225.0,2,112.5
3365134.0673833488,225.0,1,225.0
2321760.0432411967,225.0,2,112.5
2819497.0596567487,225.0,2,112.5
2563148.0852215497,224.0,1,224.0
28750238.4461447574,224.0,1,224.0
3188737051.8836428627,223.0,1,223.0
74351856.8000104870,223.0,1,223.0
38120148.2885726823,223.0,1,223.0
17453487.1522301419,223.0,1,223.0
19173235.3605594670,222.0,2,111.0
29271335.8588196561,221.0,1,221.0
1395824.1622992884,220.0,1,220.0
4231038.0723891741,219.0,2,109.5
53887436.1726083498,219.0,1,219.0
7748359.5667737603,219.0,1,219.0
7771300.1338167684,219.0,1,219.0
6195712.5561534807,218.0,1,218.0
7453835.7513761923,218.0,2,109.0
45408917.7275708611,218.0,1,218.0
53769790.5488226810,217.0,2,108.5
24207018.3974015161,217.0,1,217.0
3291666.2185697988,216.0,1,216.0
7477637.2776014049,216.0,3,72.0
40919582.2188794043,216.0,1,216.0
58603767.6719650157,216.0,1,216.0
8354945.6306403663,216.0,1,216.0
5312155.7410092259,214.0,4,53.5
3630058.7076110762,214.0,1,214.0
32328904.6840270281,214.0,1,214.0
80102056.6809389391,214.0,2,107.0
82604808.5833749347,214.0,1,214.0
30859745.1125051499,214.0,1,214.0
11509726.0727055406,213.0,1,213.0
1026932.0858862293,213.0,2,106.5
8337415.6051453076,212.0,2,106.0
61577291.2144566004,212.0,1,212.0
87326376.7596593080,212.0,1,212.0
47515634.0452819199,211.0,1,211.0
27701936.3565936806,211.0,1,211.0
1393292.7340025556,210.0,2,105.0
8859594.9308619893,210.0,1,210.0
7228563.7799869763,210.0,2,105.0
88361744.4940705869,210.0,1,210.0
81632350.4358345762,210.0,1,210.0
11174427.4523965634,209.0,1,209.0
4229717.4815659011,209.0,1,209.0
5579251.3024079662,208.0,1,208.0
73478648.4870101641,208.0,2,104.0
7125962.1798454198,208.0,1,208.0
1063363.8922941272,208.0,1,208.0
1317256.8451359656,208.0,1,208.0
7750159.6505312378,207.0,4,51.75
6596516.5623513414,207.0,2,103.5
62041179.6162419229,207.0,1,207.0
3529297.9210463119,206.0,1,206.0
6044369.0763862711,206.0,1,206.0
42583182.3977693374,205.0,1,205.0
54535436.2028528496,204.0,1,204.0
39049092.9395215156,204.0,2,102.0
66572919.0070303795,204.0,1,204.0
12411444.0410367159,204.0,1,204.0
7242688.0843867208,204.0,1,204.0
71773191.3267798855,203.0,1,203.0
1961021.4251862365,203.0,1,203.0
5674547.8008141064,202.0,2,101.0
70285128.0156104398,202.0,1,202.0
5898251.1308942779,200.0,3,66.666666666666671
1874599.7824854030,200.0,1,200.0
53379384.0448742187,200.0,1,200.0
6034317.4561707953,199.0,1,199.0
51605325.8215613948,199.0,2,99.5
70532365.4711674582,199.0,1,199.0
7147579.2005144402,199.0,1,199.0
2011898130.9354861717,198.0,2,99.0
3135759.6931516852,198.0,1,198.0
6628033917.0193794826,198.0,1,198.0
34267479.4710386287,198.0,2,99.0
1486195554.5255114980,198.0,2,99.0
2448440.0955846512,198.0,1,198.0
6652977.1027873844,197.0,1,197.0
44822468.0260411018,197.0,1,197.0
40725997.7080496130,197.0,1,197.0
8156015.0433362204,196.0,2,98.0
78113847.9152616369,196.0,1,196.0
47320569.5663739973,194.0,1,194.0
2765238449.6586996303,194.0,1,194.0
54134313.7729355877,194.0,1,194.0
2766869.1150503520,194.0,1,194.0
66897566.4482598405,194.0,1,194.0
5584543.6745627539,194.0,1,194.0
59655965.0647426255,194.0,1,194.0
5561956.8525640382,194.0,1,194.0
76219348.8581271685,194.0,1,194.0
12852776.3686074468,193.0,1,193.0
35949966.2815169272,193.0,1,193.0
90732736.8391346787,192.0,1,192.0
40419717.4317588714,192.0,1,192.0
31434781.7401740396,192.0,1,192.0
65671033.8875667472,192.0,1,192.0
72114424.5827774039,191.0,2,95.5
628363132.9737513033,191.0,1,191.0
8631746.0136342760,191.0,1,191.0
8224884.5817385201,191.0,1,191.0
6456054.7140086813,190.0,1,190.0
1983361950.0406778458,190.0,1,190.0
8816916.6059271167,189.0,2,94.5
9162399.0802989525,189.0,1,189.0
12174342.2198928658,189.0,1,189.0
86949711.6238778520,189.0,1,189.0
84868240.4309852777,189.0,2,94.5
36342934.1053894040,189.0,1,189.0
7252675.9081491443,188.0,1,188.0
70013731.5220508342,188.0,1,188.0
9067917.4467737421,188.0,2,94.0
80123648.0068941500,188.0,1,188.0
8504426.1216196705,188.0,1,188.0
4958713.6586294189,188.0,1,188.0
40215313.8233626662,188.0,1,188.0
49777952.2680869968,188.0,1,188.0
86816051.5538787911,187.0,2,93.5
6578204.1614469741,186.0,2,93.0
7446712.2726872272,186.0,2,93.0
6414647.4737074407,185.0,1,185.0
1822000.8128019496,185.0,1,185.0
4022774245.7650545822,185.0,1,185.0
1645066.3355511314,185.0,1,185.0
68044065.2390765612,185.0,1,185.0
80606681.4991751112,185.0,1,185.0
49129255.3105543415,185.0,1,185.0
2543812.1952863671,185.0,1,185.0
1593060.9903989741,184.0,1,184.0
1685178.0670336190,184.0,2,92.0
7150186.6926554484,184.0,1,184.0
62739166.8660781806,184.0,1,184.0
13889156.1708430041,184.0,1,184.0
1014825.0200289249,183.0,1,183.0
84647660.6681637188,183.0,1,183.0
2418457.6264805451,183.0,2,91.5
2994751.6580189667,183.0,1,183.0
5401870.8880744857,182.0,1,182.0
7191442.1007439176,182.0,1,182.0
57810963.2944308437,182.0,1,182.0
3519862.5500955315,182.0,2,91.0
65347516.5438714743,182.0,1,182.0
30015563.8542768971,181.0,1,181.0
71216083.8823170998,181.0,1,181.0
77283283.8065996514,180.0,2,90.0
51153409.8050128631,180.0,2,90.0
3949544.2182643123,180.0,3,60.0
7307937.9736138181,180.0,1,180.0
6533788.3267075710,179.0,2,89.5
77805852.6832906360,179.0,2,89.5
64740644.1898496568,179.0,1,179.0
74576246.9093845667,179.0,2,89.5
36739590.6951379629,178.0,1,178.0
56346352.5809156833,178.0,1,178.0
88890409.0907454901,178.0,1,178.0
5795144.5608491958,178.0,1,178.0
5542571.2196139050,178.0,1,178.0
1470110.5021681506,178.0,1,178.0
8735747.5391513797,177.0,2,88.5
8729822.7526838334,177.0,2,88.5
49763131.6438442163,177.0,1,177.0
37354985.1803131889,177.0,1,177.0
5028681.2169404320,177.0,1,177.0
2272379.8750640009,177.0,1,177.0
81824760.1222124625,177.0,1,177.0
3432659.9858672821,176.0,2,88.0
13965501.3079306644,176.0,2,88.0
30956870.6460404440,176.0,1,176.0
75611414.7949596702,176.0,1,176.0
8086948.1354933724,176.0,1,176.0
53168426.9247441890,176.0,1,176.0
33063796.1679893984,176.0,1,176.0
6072463.1803217592,176.0,1,176.0
4425556.0061611363,176.0,1,176.0
6134557.2662121134,176.0,1,176.0
85089615.0421191291,176.0,1,176.0
40103327.3649897811,176.0,1,176.0
68179423.3220502588,175.0,1,175.0
9209938.5004119512,175.0,1,175.0
1525779.2780994637,175.0,1,175.0
6176511.0161757198,175.0,1,175.0
7487454.9043521164,175.0,1,175.0
17829165.8694191080,175.0,1,175.0
26218636.4439892320,175.0,1,175.0
45465207.4943375965,174.0,2,87.0
23631351.0257452991,174.0,1,174.0
3211830.1153763654,174.0,1,174.0
1817516.7864464285,174.0,1,174.0
7670494.0367304220,174.0,2,87.0
32903632.0574579540,174.0,1,174.0
3030394.7459625087,174.0,1,174.0
2526035958.7467790703,174.0,1,174.0
28635254.0781084583,173.0,1,173.0
1052855.9145777052,173.0,1,173.0
64212254.2445190855,173.0,1,173.0
3698543.6654155044,173.0,1,173.0
4553520.4581207598,173.0,1,173.0
4070503.9473605760,173.0,1,173.0
7770092.5618500764,172.0,1,172.0
70870420.8943424184,172.0,1,172.0
766583098.5979816085,172.0,1,172.0
3855098781.8871500534,171.0,2,85.5
3198843.0611848527,171.0,1,171.0
76356424.0978454972,170.0,1,170.0
62091849.9050525976,170.0,1,170.0
7128823.1776740707,170.0,1,170.0
79964492.7086086150,169.0,2,84.5
2420798.4492731250,169.0,1,169.0
2211286.4172337240,169.0,1,169.0
35699842.0182681912,169.0,1,169.0
67522359.2848039358,169.0,1,169.0
22941144.0166280987,168.0,1,168.0
8204448.9073098218,168.0,1,168.0
71698975.4988844497,168.0,1,168.0
24164594.4598368539,168.0,1,168.0
44356964.3056281867,168.0,1,168.0
4537449.6402312251,168.0,1,168.0
69784832.7107601315,168.0,2,84.0
2701051.6884497528,168.0,1,168.0
7644155580.3915602822,167.0,3,55.666666666666664
50183692.6751135595,167.0,1,167.0
4325314.4909952472,167.0,1,167.0
8839256339.1323107592,167.0,1,167.0
61145313.5871571070,166.0,2,83.0
6359627.3798772018,166.0,1,166.0
1773468.6321288380,166.0,1,166.0
65163016.2468447960,166.0,1,166.0
8376952.2180638236,166.0,1,166.0
2317598.9209464204,166.0,2,83.0
4951824232.2987874402,166.0,1,166.0
5889305.1596594172,166.0,1,166.0
72273077.0200111080,166.0,2,83.0
10945077.7212556025,166.0,1,166.0
7709361184.1393664585,166.0,1,166.0
2042749.4699501738,165.0,1,165.0
43259288.5905790888,165.0,3,55.0
12152291.1519358530,165.0,1,165.0
41509908.7423660369,164.0,1,164.0
3644566278.6602625320,164.0,2,82.0
8366314228.9854739652,164.0,1,164.0
68062973.3734091414,164.0,1,164.0
78606650.1679620782,163.0,1,163.0
3036743.2199967879,163.0,1,163.0
5232022.2769052718,163.0,1,163.0
80435974.9462183494,162.0,1,162.0
1594874.6106636037,162.0,1,162.0
84232431.7456081587,162.0,1,162.0
92228801.7371633756,162.0,1,162.0
57328124.6848846028,162.0,1,162.0
43435921.9728597976,162.0,1,162.0
2569739.8101031899,162.0,1,162.0
26336473.4191490468,162.0,1,162.0
5320068.3830223799,162.0,1,162.0
4142001.1259803751,162.0,1,162.0
63378233.4846691578,161.0,1,161.0
38940697.0285959050,160.0,1,160.0
26661028.3315613037,160.0,1,160.0
6112176882.5497379571,160.0,1,160.0
8421611.9716301302,160.0,1,160.0
46252928.2409079037,160.0,1,160.0
88483035.1457878746,159.0,1,159.0
5973523.5114607466,159.0,1,159.0
80120305.1144725890,159.0,1,159.0
9957205.7975202648,159.0,1,159.0
27576412.5755687425,159.0,1,159.0
56575397.8153659749,158.0,1,158.0
18938448.3710776022,158.0,2,79.0
5786172.1537126919,158.0,1,158.0
82552229.9514417843,158.0,1,158.0
2385181.0293493711,158.0,1,158.0
35064550.9410834862,157.0,1,157.0
91518233.2791103693,157.0,1,157.0
3064545.2019467351,157.0,1,157.0
18383544.6572002162,157.0,1,157.0
8846705.8896018235,157.0,1,157.0
10172849.5375293351,156.0,1,156.0
87464267.0084919923,156.0,1,156.0
77549456.4000160007,156.0,1,156.0
5409431.3869554427,156.0,1,156.0
38579036.9404376300,156.0,2,78.0
6567766382.8954640880,156.0,1,156.0
74275572.8018336190,156.0,1,156.0
6070906.8817356972,155.0,2,77.5
3167058.8718002822,155.0,1,155.0
40957384.9471332754,155.0,2,77.5
4267777.0729523939,155.0,1,155.0
66118688.0355028155,155.0,1,155.0
8321172.7493780280,154.0,1,154.0
66888229.7531203853,154.0,1,154.0
43930190.6916774543,154.0,1,154.0
7652255.0101230871,154.0,1,154.0
1236268.2863374901,153.0,1,153.0
3953783.0019328064,153.0,1,153.0
61926936.5478907982,153.0,1,153.0
1306542.3194160764,153.0,1,153.0
91274512.0451281678,152.0,1,152.0
18637647.0398129287,152.0,1,152.0
77461948.4804221368,152.0,1,152.0
5805017.6522131594,152.0,2,76.0
34613058.0872685890,152.0,1,152.0
6698358.4948359155,152.0,1,152.0
6564796.1290041020,152.0,1,152.0
66209749.3358798510,152.0,1,152.0
52083507.8774663935,152.0,1,152.0
79168059.5419491216,151.0,1,151.0
13654113.8966730613,151.0,1,151.0
79224794.0908623273,151.0,1,151.0
2357215.0639934221,150.0,1,150.0
6962813.9978021110,150.0,1,150.0
76553297.6424575211,150.0,1,150.0
2345616688.3567836901,150.0,2,75.0
1678004.9029250603,150.0,1,150.0
14271346.9604620566,149.0,1,149.0
68642235.5457535999,149.0,1,149.0
8843133.1891118007,149.0,1,149.0
35482474.3482133405,149.0,1,149.0
7912653.2370373847,149.0,1,149.0
79579853.0520588965,149.0,2,74.5
49774767.6772681723,149.0,1,149.0
75571709.1157982540,149.0,2,74.5
3392018.9796964611,148.0,1,148.0
5161034.1094954200,148.0,1,148.0
7905430175.6891710704,148.0,1,148.0
16040805.0993914136,148.0,1,148.0
4591821.3573843022,147.0,1,147.0
27529375.1021066476,147.0,1,147.0
53418806.5482216471,147.0,1,147.0
26146640.6553848001,147.0,1,147.0
6253211.3885054572,146.0,1,146.0
7132082.9139478677,146.0,1,146.0
11446993.7876701936,146.0,1,146.0
1112480.2331977019,146.0,1,146.0
52926719.9136345792,146.0,1,146.0
3118737.2160667978,146.0,1,146.0
20672792.1203830043,145.0,1,145.0
53469191.6312753520,145.0,1,145.0
13846928.7700463041,145.0,1,145.0
91641252.7325140111,145.0,1,145.0
74343631.1384953092,145.0,1,145.0
3375496.0648813714,145.0,1,145.0
56162479.7328415035,144.0,1,144.0
5050584.3771338630,144.0,2,72.0
17723870.8339931689,144.0,1,144.0
1197596.6971314265,144.0,2,72.0
40361521.9277379246,144.0,1,144.0
1226476.1714273543,144.0,1,144.0
2873862.9309388718,144.0,1,144.0
34971587.2279395517,144.0,1,144.0
36269808.1408960379,144.0,1,144.0
1416421.5108958042,144.0,2,72.0
49793755.7550891425,143.0,2,71.5
73143977.4968623389,143.0,1,143.0
2861916.5058017546,143.0,1,143.0
58442179.0715020466,143.0,2,71.5
41721597.7658078053,143.0,1,143.0
38597663.4917826189,142.0,1,142.0
80394414.5185177426,142.0,1,142.0
53550354.6354713181,142.0,1,142.0
72449605.4329856695,142.0,1,142.0
49204088.5414438728,142.0,1,142.0
4042858.3888779946,142.0,1,142.0
29930506.5218532120,142.0,1,142.0
8575512403.1238544800,142.0,1,142.0
6672635860.5383572535,142.0,1,142.0
69465148.8614142616,141.0,1,141.0
45452162.3941392032,141.0,1,141.0
42669696.4294515505,141.0,1,141.0
5762284.1219633284,141.0,1,141.0
20875971.1554451473,141.0,1,141.0
70483620.3788783066,141.0,1,141.0
43925286.2421542089,141.0,1,141.0
51622008.5857082333,141.0,1,141.0
24730584.3649999643,141.0,1,141.0
86939274.9526508063,140.0,1,140.0
6486077.9466352381,140.0,1,140.0
90441331.9685487571,140.0,1,140.0
8043833.5057848398,140.0,2,70.0
1318733.0567000195,140.0,1,140.0
18977884.9487126016,140.0,1,140.0
2651197.1532552824,140.0,1,140.0
3526931.3784502135,140.0,2,70.0
5237164.5029724872,140.0,1,140.0
1043539.2747159846,140.0,1,140.0
7195744.3597932803,140.0,1,140.0
82318647.2923735234,139.0,1,139.0
46234784.3243120445,139.0,1,139.0
90997370.5306849276,139.0,2,69.5
5054587697.5012997199,139.0,1,139.0
1674464967.3081069850,139.0,1,139.0
7836037.1182313637,139.0,1,139.0
27563953.0157833669,139.0,1,139.0
12910025.9027187436,139.0,1,139.0
757260624.2638708963,139.0,1,139.0
5086084.2046303089,138.0,1,138.0
31733645.3711323316,138.0,1,138.0
47356565.2696944170,138.0,2,69.0
9963542.3978980993,138.0,2,69.0
59148831.3216183453,138.0,1,138.0
6243779.7009501752,138.0,1,138.0
8316881.1639820242,138.0,1,138.0
70707207.7999405769,137.0,1,137.0
90038379.9838021098,137.0,1,137.0
53104811.8176614311,137.0,1,137.0
8694256.3821330797,136.0,1,136.0
3823171539.6208242596,136.0,1,136.0
7816881.7527763245,136.0,2,68.0
6476625.4953512502,136.0,1,136.0
1158637.0383647084,136.0,2,68.0
52565912.2309852051,136.0,1,136.0
3807582.7673594726,136.0,1,136.0
3430324.0837067291,136.0,1,136.0
4551285.5053498474,136.0,1,136.0
59495950.2019580073,136.0,1,136.0
84389355.3658704825,135.0,2,67.5
5297765.6768178190,135.0,1,135.0
65136379.8546335808,135.0,1,135.0
59649348.4836960943,135.0,1,135.0
20578333.9348490845,135.0,1,135.0
83387184.5649814185,135.0,1,135.0
79556001.9340338986,135.0,1,135.0
72350469.7974540341,135.0,1,135.0
33563436.3777012158,134.0,1,134.0
27091777.7996598878,134.0,1,134.0
28250200.9798495385,134.0,1,134.0
31220521.2000170274,134.0,1,134.0
3232207.0128565897,134.0,1,134.0
25712283.2548580985,133.0,1,133.0
6654192.1493839069,133.0,1,133.0
5485119.4778259275,133.0,1,133.0
3452874.7364832626,133.0,1,133.0
65961107.4750713729,133.0,1,133.0
4208419.3477986827,133.0,1,133.0
18614512.0976220226,133.0,1,133.0
64797298.8608140430,133.0,1,133.0
2605468.7128696165,132.0,1,132.0
41179206.8501474127,132.0,1,132.0
3691687.9126020150,132.0,1,132.0
19635531.2112455317,132.0,1,132.0
8404511.3408596525,132.0,1,132.0
80399793.1335226221,132.0,1,132.0
56981615.2873969327,132.0,1,132.0
4182254.4394955103,131.0,1,131.0
3318051.7234216422,131.0,1,131.0
1344816.6034452793,131.0,1,131.0
50805440.8488066824,131.0,1,131.0
8536857.0920789613,131.0,1,131.0
60670652.1232989037,130.0,1,130.0
61090488.9613703457,130.0,1,130.0
89580065.9315532719,130.0,1,130.0
91838502.5897605942,130.0,1,130.0
5461037.2897084087,130.0,1,130.0
17360922.4174805251,130.0,1,130.0
57985307.5936727130,130.0,2,65.0
77977792.0191527366,130.0,1,130.0
484269874.9639805856,130.0,1,130.0
5785039890.6302489421,129.0,1,129.0
11244054.2177805414,129.0,1,129.0
33154801.3376023064,129.0,1,129.0
