user_id,total_spend,pct_rank,cumulative_revenue_ratio
5558273.2492198100,305.0,0.96285362853628531,0.7864288376844808
1160488.2375923167,305.0,0.96285362853628531,0.7864288376844808
3216886.8311598059,305.0,0.96285362853628531,0.7864288376844808
66036121.7799299870,305.0,0.96285362853628531,0.7864288376844808
2608462.0797346127,304.0,0.96260762607626071,0.7830602073640468
40652857.6013892710,300.0,0.96211562115621152,0.78222081095633211
2992162.7816495834,300.0,0.96211562115621152,0.78222081095633211
8305679.2059616518,299.0,0.96162361623616233,0.780564107520053
48981361.3028514075,299.0,0.96162361623616233,0.780564107520053
7221347.4127394632,298.0,0.96088560885608854,0.77891292642856158
64451489.6117020616,298.0,0.96088560885608854,0.77891292642856158
9134268.2677185739,298.0,0.96088560885608854,0.77891292642856158
57065333.7001768225,295.0,0.96063960639606394,0.77644443830850585
25633378.1133836718,294.0,0.96014760147601474,0.77562989245233527
73497675.9720954301,294.0,0.96014760147601474,0.77562989245233527
5084920.8860557208,292.0,0.95965559655596555,0.77400632308478179
2897030438.4111142859,292.0,0.95965559655596555,0.77400632308478179
6488580233.2228683836,291.0,0.959409594095941,0.77239379840680356
1561271.7182118121,290.0,0.95916359163591636,0.77159029724020822
8626343.9684026120,288.0,0.95891758917589176,0.77078955724600662
33234318.3224761950,287.0,0.95842558425584257,0.76999433959659269
5310177.6035821276,287.0,0.95842558425584257,0.76999433959659269
5607144.6246327246,284.0,0.95768757687576878,0.76840942664255241
6445892.8785219212,284.0,0.95768757687576878,0.76840942664255241
48159916.2278332378,284.0,0.95768757687576878,0.76840942664255241
62921407.7385261228,282.0,0.95744157441574418,0.76605690776303614
2355616.9460032382,280.0,0.956949569495695,0.765278257147985
12545442.9053678590,280.0,0.956949569495695,0.765278257147985
65608889.8290462049,279.0,0.95670356703567039,0.76373200060745794
33519070.9701128272,278.0,0.95621156211562119,0.76296163350958812
17092913.6445812691,278.0,0.95621156211562119,0.76296163350958812
5305452.1871311002,277.0,0.9554735547355474,0.76142642165863628
64681465.6816600292,277.0,0.9554735547355474,0.76142642165863628
1245203.1205410719,277.0,0.9554735547355474,0.76142642165863628
38139183.3747160528,276.0,0.95522755227552281,0.75913188739938975
98020186.6825178467,274.0,0.95498154981549821,0.75836980381870145
3041494.0908353891,272.0,0.95424354243542431,0.75761324258280061
34566418.3175234997,272.0,0.95424354243542431,0.75761324258280061
23188793.3504076068,272.0,0.95424354243542431,0.75761324258280061
1164842.6741102569,271.0,0.95399753997539971,0.75536012590946111
86226481.4357835444,270.0,0.95325953259532592,0.75461184819074179
42744232.1088543265,270.0,0.95325953259532592,0.75461184819074179
2314652.7895916826,270.0,0.95325953259532592,0.75461184819074179
1605564.2171778452,268.0,0.95301353013530132,0.7523752985517651
80825724.4005939752,266.0,0.95202952029520294,0.75163530435022707
39816785.0776255763,266.0,0.95202952029520294,0.75163530435022707
7064082.7860041455,266.0,0.95202952029520294,0.75163530435022707
6513698.9723353874,266.0,0.95202952029520294,0.75163530435022707
56795799.9574176777,265.0,0.95178351783517834,0.74869741692322556
34490273.5966302679,264.0,0.95129151291512914,0.747965706238869
72967154.2008054722,264.0,0.95129151291512914,0.747965706238869
32190182.0699794389,263.0,0.95104551045510455,0.74650780721494348
52336592.9891124820,262.0,0.95055350553505535,0.74578161887537453
44948793.1646090451,262.0,0.95055350553505535,0.74578161887537453
8263478975.0153803823,260.0,0.95030750307503076,0.7443347645410241
83739349.8729103328,259.0,0.95006150061500616,0.74361685971863656
63829798.3654577693,258.0,0.94981549815498156,0.74290171606864275
58104072.2659495100,257.0,0.94907749077490777,0.74218933359104278
3327716.6139481359,257.0,0.94907749077490777,0.74218933359104278
4663569.8394119852,257.0,0.94907749077490777,0.74218933359104278
5175868.5309206965,256.0,0.94858548585485858,0.74006046967542416
75294747.2712173356,256.0,0.94858548585485858,0.74006046967542416
6643240028.3907368685,255.0,0.948339483394834,0.73864674940979935
68441141.3197623367,254.0,0.94809348093480939,0.73794265044938079
63837285.4662582710,253.0,0.94784747847478479,0.73724131266135606
4707239.1008432127,252.0,0.947109471094711,0.73654273604572507
84534898.7989426950,252.0,0.947109471094711,0.73654273604572507
7275494.7811178530,252.0,0.947109471094711,0.73654273604572507
79437846.7966348856,251.0,0.9468634686346864,0.73445528971601337
3231609.9615457151,249.0,0.9461254612546125,0.73376223544517
26822369.2318540291,249.0,0.9461254612546125,0.73376223544517
3046093.2167709173,249.0,0.9461254612546125,0.73376223544517
5820525.4112921353,248.0,0.9458794587945879,0.73169963966700258
5370675.2157971187,247.0,0.9456334563345633,0.73101486891334055
78710713.2392067740,246.0,0.94440344403444032,0.73033285933207237
41904644.7032979505,246.0,0.94440344403444032,0.73033285933207237
8889945.3857316896,246.0,0.94440344403444032,0.73033285933207237
8278411.7423220409,246.0,0.94440344403444032,0.73033285933207237
7305312.0773204883,246.0,0.94440344403444032,0.73033285933207237
6006118.2429897577,245.0,0.94391143911439113,0.72693661728770032
32985797.1699921045,245.0,0.94391143911439113,0.72693661728770032
50546952.1039923649,243.0,0.94341943419434193,0.72558364281473919
39049984.4198737878,243.0,0.94341943419434193,0.72558364281473919
92422851.0520335541,242.0,0.94292742927429274,0.7242417130313531
51216998.9738761037,242.0,0.94292742927429274,0.7242417130313531
48482961.7353796273,240.0,0.94145141451414516,0.72290530559275468
74016002.6019650209,240.0,0.94145141451414516,0.72290530559275468
2251343.9552099455,240.0,0.94145141451414516,0.72290530559275468
4116825.4321746815,240.0,0.94145141451414516,0.72290530559275468
5039183135.2699720432,240.0,0.94145141451414516,0.72290530559275468
3402018.0291081671,240.0,0.94145141451414516,0.72290530559275468
9101213.9063728582,239.0,0.94071340713407137,0.71892921734568493
28916400.9213822241,239.0,0.94071340713407137,0.71892921734568493
70587803.9229757124,239.0,0.94071340713407137,0.71892921734568493
27754794.4046505931,238.0,0.94022140221402217,0.71694945673933153
58404409.8347902611,238.0,0.94022140221402217,0.71694945673933153
84636323.8110704850,237.0,0.939729397293973,0.71563513867988349
3310339.4446432370,237.0,0.939729397293973,0.71563513867988349
5776696.8626570449,236.0,0.93874538745387459,0.714326342965223
1534773.3101496826,236.0,0.93874538745387459,0.714326342965223
78331614.5702890138,236.0,0.93874538745387459,0.714326342965223
22222567.3132315095,236.0,0.93874538745387459,0.714326342965223
14319429.3848600934,235.0,0.93825338253382529,0.71171979622547732
6266986.5618192324,235.0,0.93825338253382529,0.71171979622547732
79305784.7623717578,234.0,0.93800738007380069,0.71042204520039209
79260143.2564567739,233.0,0.9375153751537515,0.70977593086024326
7688722.6706829800,233.0,0.9375153751537515,0.70977593086024326
49068184.0131644651,232.0,0.9370233702337023,0.70848922452473317
6556724.6722841168,232.0,0.9370233702337023,0.70848922452473317
7534419.7933326516,231.0,0.93603936039360391,0.70720804053401076
1624875.9469354174,231.0,0.93603936039360391,0.70720804053401076
6801200.8968241705,231.0,0.93603936039360391,0.70720804053401076
47512557.1077158577,231.0,0.93603936039360391,0.70720804053401076
5516326.8444687928,230.0,0.93554735547355472,0.704656717242141
3435332.1615492469,230.0,0.93554735547355472,0.704656717242141
27683683.6299831306,229.0,0.93530135301353012,0.7033865779409938
4976040.5511752417,228.0,0.93505535055350553,0.70275426946281394
12916310.0404298738,227.0,0.93480934809348093,0.70212472215702793
7193125.5982849186,226.0,0.93431734317343174,0.70149793602363564
6961058.7244207405,226.0,0.93431734317343174,0.70149793602363564
14763691.5596383469,225.0,0.93333333333333335,0.70024988610163874
3365134.0673833488,225.0,0.93333333333333335,0.70024988610163874
2321760.0432411967,225.0,0.93333333333333335,0.70024988610163874
2819497.0596567487,225.0,0.93333333333333335,0.70024988610163874
28750238.4461447574,224.0,0.93284132841328415,0.69776483094722019
2563148.0852215497,224.0,0.93284132841328415,0.69776483094722019
3188737051.8836428627,223.0,0.93185731857318577,0.69652782571479854
74351856.8000104870,223.0,0.93185731857318577,0.69652782571479854
17453487.1522301419,223.0,0.93185731857318577,0.69652782571479854
38120148.2885726823,223.0,0.93185731857318577,0.69652782571479854
19173235.3605594670,222.0,0.93161131611316117,0.69406485993953038
29271335.8588196561,221.0,0.93136531365313657,0.69345187966810706
1395824.1622992884,220.0,0.931119311193112,0.69284166056907759
7748359.5667737603,219.0,0.93013530135301348,0.692234202642442
53887436.1726083498,219.0,0.93013530135301348,0.692234202642442
7771300.1338167684,219.0,0.93013530135301348,0.692234202642442
4231038.0723891741,219.0,0.93013530135301348,0.692234202642442
6195712.5561534807,218.0,0.92939729397293969,0.68981541562547455
45408917.7275708611,218.0,0.92939729397293969,0.68981541562547455
7453835.7513761923,218.0,0.92939729397293969,0.68981541562547455
53769790.5488226810,217.0,0.92890528905289049,0.68800960887993046
24207018.3974015161,217.0,0.92890528905289049,0.68800960887993046
7477637.2776014049,216.0,0.92767527675276751,0.68681126006102189
58603767.6719650157,216.0,0.92767527675276751,0.68681126006102189
40919582.2188794043,216.0,0.92767527675276751,0.68681126006102189
3291666.2185697988,216.0,0.92767527675276751,0.68681126006102189
8354945.6306403663,216.0,0.92767527675276751,0.68681126006102189
32328904.6840270281,214.0,0.92619926199261993,0.68382919387571961
30859745.1125051499,214.0,0.92619926199261993,0.68382919387571961
3630058.7076110762,214.0,0.92619926199261993,0.68382919387571961
80102056.6809389391,214.0,0.92619926199261993,0.68382919387571961
5312155.7410092259,214.0,0.92619926199261993,0.68382919387571961
82604808.5833749347,214.0,0.92619926199261993,0.68382919387571961
11509726.0727055406,213.0,0.92570725707257073,0.68028384852208246
1026932.0858862293,213.0,0.92570725707257073,0.68028384852208246
61577291.2144566004,212.0,0.92496924969249694,0.67910758908232438
87326376.7596593080,212.0,0.92496924969249694,0.67910758908232438
8337415.6051453076,212.0,0.92496924969249694,0.67910758908232438
47515634.0452819199,211.0,0.92447724477244775,0.67735148343986862
27701936.3565936806,211.0,0.92447724477244775,0.67735148343986862
81632350.4358345762,210.0,0.92324723247232476,0.67618626868968568
88361744.4940705869,210.0,0.92324723247232476,0.67618626868968568
1393292.7340025556,210.0,0.92324723247232476,0.67618626868968568
8859594.9308619893,210.0,0.92324723247232476,0.67618626868968568
7228563.7799869763,210.0,0.92324723247232476,0.67618626868968568
11174427.4523965634,209.0,0.92275522755227557,0.67328703767619735
4229717.4815659011,209.0,0.92275522755227557,0.67328703767619735
5579251.3024079662,208.0,0.92152521525215247,0.67213286761558955
1063363.8922941272,208.0,0.92152521525215247,0.67213286761558955
7125962.1798454198,208.0,0.92152521525215247,0.67213286761558955
1317256.8451359656,208.0,0.92152521525215247,0.67213286761558955
73478648.4870101641,208.0,0.92152521525215247,0.67213286761558955
7750159.6505312378,207.0,0.92078720787207868,0.66926124832603928
62041179.6162419229,207.0,0.92078720787207868,0.66926124832603928
6596516.5623513414,207.0,0.92078720787207868,0.66926124832603928
6044369.0763862711,206.0,0.92029520295202949,0.66754656026949044
3529297.9210463119,206.0,0.92029520295202949,0.66754656026949044
42583182.3977693374,205.0,0.92004920049200489,0.66640895724324545
7242688.0843867208,204.0,0.91881918819188191,0.66584291690251685
12411444.0410367159,204.0,0.91881918819188191,0.66584291690251685
39049092.9395215156,204.0,0.91881918819188191,0.66584291690251685
54535436.2028528496,204.0,0.91881918819188191,0.66584291690251685
66572919.0070303795,204.0,0.91881918819188191,0.66584291690251685
1961021.4251862365,203.0,0.91832718327183271,0.66302652106084248
71773191.3267798855,203.0,0.91832718327183271,0.66302652106084248
5674547.8008141064,202.0,0.91783517835178352,0.6619054850689603
70285128.0156104398,202.0,0.91783517835178352,0.6619054850689603
5898251.1308942779,200.0,0.91709717097170973,0.66078997142186569
1874599.7824854030,200.0,0.91709717097170973,0.66078997142186569
53379384.0448742187,200.0,0.91709717097170973,0.66078997142186569
7147579.2005144402,199.0,0.91611316113161134,0.65913326798558669
51605325.8215613948,199.0,0.91611316113161134,0.65913326798558669
70532365.4711674582,199.0,0.91611316113161134,0.65913326798558669
6034317.4561707953,199.0,0.91611316113161134,0.65913326798558669
3135759.6931516852,198.0,0.91463714637146376,0.6569353747601232
6628033917.0193794826,198.0,0.91463714637146376,0.6569353747601232
34267479.4710386287,198.0,0.91463714637146376,0.6569353747601232
2011898130.9354861717,198.0,0.91463714637146376,0.6569353747601232
2448440.0955846512,198.0,0.91463714637146376,0.6569353747601232
1486195554.5255114980,198.0,0.91463714637146376,0.6569353747601232
44822468.0260411018,197.0,0.91389913899138986,0.65365510195629062
6652977.1027873844,197.0,0.91389913899138986,0.65365510195629062
40725997.7080496130,197.0,0.91389913899138986,0.65365510195629062
8156015.0433362204,196.0,0.91340713407134067,0.65202324907155573
78113847.9152616369,196.0,0.91340713407134067,0.65202324907155573
47320569.5663739973,194.0,0.91119311193111929,0.65094086949318686
66897566.4482598405,194.0,0.91119311193111929,0.65094086949318686
2766869.1150503520,194.0,0.91119311193111929,0.65094086949318686
76219348.8581271685,194.0,0.91119311193111929,0.65094086949318686
5584543.6745627539,194.0,0.91119311193111929,0.65094086949318686
54134313.7729355877,194.0,0.91119311193111929,0.65094086949318686
5561956.8525640382,194.0,0.91119311193111929,0.65094086949318686
2765238449.6586996303,194.0,0.91119311193111929,0.65094086949318686
59655965.0647426255,194.0,0.91119311193111929,0.65094086949318686
35949966.2815169272,193.0,0.9107011070110701,0.64611986249361475
12852776.3686074468,193.0,0.9107011070110701,0.64611986249361475
65671033.8875667472,192.0,0.90971709717097171,0.64505404994960858
40419717.4317588714,192.0,0.90971709717097171,0.64505404994960858
31434781.7401740396,192.0,0.90971709717097171,0.64505404994960858
90732736.8391346787,192.0,0.90971709717097171,0.64505404994960858
72114424.5827774039,191.0,0.90873308733087332,0.64293346955117148
8224884.5817385201,191.0,0.90873308733087332,0.64293346955117148
628363132.9737513033,191.0,0.90873308733087332,0.64293346955117148
8631746.0136342760,191.0,0.90873308733087332,0.64293346955117148
6456054.7140086813,190.0,0.90824108241082413,0.6408239338423094
1983361950.0406778458,190.0,0.90824108241082413,0.6408239338423094
12174342.2198928658,189.0,0.90676506765067655,0.639774688332666
8816916.6059271167,189.0,0.90676506765067655,0.639774688332666
84868240.4309852777,189.0,0.90676506765067655,0.639774688332666
36342934.1053894040,189.0,0.90676506765067655,0.639774688332666
86949711.6238778520,189.0,0.90676506765067655,0.639774688332666
9162399.0802989525,189.0,0.90676506765067655,0.639774688332666
9067917.4467737421,188.0,0.90479704797047966,0.63664351883809867
70013731.5220508342,188.0,0.90479704797047966,0.63664351883809867
8504426.1216196705,188.0,0.90479704797047966,0.63664351883809867
4958713.6586294189,188.0,0.90479704797047966,0.63664351883809867
49777952.2680869968,188.0,0.90479704797047966,0.63664351883809867
40215313.8233626662,188.0,0.90479704797047966,0.63664351883809867
80123648.0068941500,188.0,0.90479704797047966,0.63664351883809867
7252675.9081491443,188.0,0.90479704797047966,0.63664351883809867
86816051.5538787911,187.0,0.90455104551045507,0.63249071555782588
7446712.2726872272,186.0,0.90405904059040587,0.6319743763201856
6578204.1614469741,186.0,0.90405904059040587,0.6319743763201856
80606681.4991751112,185.0,0.9020910209102091,0.63094722018969251
6414647.4737074407,185.0,0.9020910209102091,0.63094722018969251
49129255.3105543415,185.0,0.9020910209102091,0.63094722018969251
1645066.3355511314,185.0,0.9020910209102091,0.63094722018969251
1822000.8128019496,185.0,0.9020910209102091,0.63094722018969251
68044065.2390765612,185.0,0.9020910209102091,0.63094722018969251
2543812.1952863671,185.0,0.9020910209102091,0.63094722018969251
4022774245.7650545822,185.0,0.9020910209102091,0.63094722018969251
7150186.6926554484,184.0,0.90086100861008611,0.62686068504687087
62739166.8660781806,184.0,0.90086100861008611,0.62686068504687087
13889156.1708430041,184.0,0.90086100861008611,0.62686068504687087
1685178.0670336190,184.0,0.90086100861008611,0.62686068504687087
1593060.9903989741,184.0,0.90086100861008611,0.62686068504687087
2994751.6580189667,183.0,0.89987699876998772,0.62432040644457631
84647660.6681637188,183.0,0.89987699876998772,0.62432040644457631
2418457.6264805451,183.0,0.89987699876998772,0.62432040644457631
1014825.0200289249,183.0,0.89987699876998772,0.62432040644457631
5401870.8880744857,182.0,0.89864698646986474,0.622299228252316
57810963.2944308437,182.0,0.89864698646986474,0.622299228252316
65347516.5438714743,182.0,0.89864698646986474,0.622299228252316
3519862.5500955315,182.0,0.89864698646986474,0.622299228252316
7191442.1007439176,182.0,0.89864698646986474,0.622299228252316
30015563.8542768971,181.0,0.89815498154981555,0.61978656137395938
71216083.8823170998,181.0,0.89815498154981555,0.61978656137395938
51153409.8050128631,180.0,0.897170971709717,0.61878701696740435
7307937.9736138181,180.0,0.897170971709717,0.61878701696740435
3949544.2182643123,180.0,0.897170971709717,0.61878701696740435
77283283.8065996514,180.0,0.897170971709717,0.61878701696740435
77805852.6832906360,179.0,0.89618696186961866,0.61679897284386953
74576246.9093845667,179.0,0.89618696186961866,0.61679897284386953
6533788.3267075710,179.0,0.89618696186961866,0.61679897284386953
64740644.1898496568,179.0,0.89618696186961866,0.61679897284386953
1470110.5021681506,178.0,0.89471094710947108,0.61482197340990985
5795144.5608491958,178.0,0.89471094710947108,0.61482197340990985
88890409.0907454901,178.0,0.89471094710947108,0.61482197340990985
36739590.6951379629,178.0,0.89471094710947108,0.61482197340990985
5542571.2196139050,178.0,0.89471094710947108,0.61482197340990985
56346352.5809156833,178.0,0.89471094710947108,0.61482197340990985
37354985.1803131889,177.0,0.8929889298892989,0.6118730412933332
5028681.2169404320,177.0,0.8929889298892989,0.6118730412933332
8729822.7526838334,177.0,0.8929889298892989,0.6118730412933332
8735747.5391513797,177.0,0.8929889298892989,0.6118730412933332
81824760.1222124625,177.0,0.8929889298892989,0.6118730412933332
2272379.8750640009,177.0,0.8929889298892989,0.6118730412933332
49763131.6438442163,177.0,0.8929889298892989,0.6118730412933332
85089615.0421191291,176.0,0.89003690036900374,0.60845194869741692
13965501.3079306644,176.0,0.89003690036900374,0.60845194869741692
6072463.1803217592,176.0,0.89003690036900374,0.60845194869741692
6134557.2662121134,176.0,0.89003690036900374,0.60845194869741692
75611414.7949596702,176.0,0.89003690036900374,0.60845194869741692
40103327.3649897811,176.0,0.89003690036900374,0.60845194869741692
30956870.6460404440,176.0,0.89003690036900374,0.60845194869741692
33063796.1679893984,176.0,0.89003690036900374,0.60845194869741692
8086948.1354933724,176.0,0.89003690036900374,0.60845194869741692
4425556.0061611363,176.0,0.89003690036900374,0.60845194869741692
53168426.9247441890,176.0,0.89003690036900374,0.60845194869741692
3432659.9858672821,176.0,0.89003690036900374,0.60845194869741692
7487454.9043521164,175.0,0.88831488314883145,0.60262035260171465
17829165.8694191080,175.0,0.88831488314883145,0.60262035260171465
